id,superficie_interior_m2,superficie_exterior_m2,numero_habitacions,numero_banos,ano_construccion,lonxitude,latitude,temperatura_media_mes_construccion,tipo_edificacion,calidade_materiais,cor_favorita_propietario,distancia_centro_km,distancia_escola_km,indice_criminalidade,acceso_transporte_publico,orientacion,eficiencia_enerxetica,numero_arboles_xardin,prezo_euros
3772,173.79,213.50,2,3,1954,-8.48,42.09,24.22,Chalet adosado,Baixa,Amarelo,,9.54,0.41,Regular,Oeste,D,7,169793
13461,,0.00,2,2,1999,-7.96,43.72,28.07,Apartamento,Media,Amarelo,0.10,,,Bo,Sur,B,0,131161
17494,66.58,0.00,1,1,1981,-7.77,42.78,19.81,Apartamento,Baixa,Verde,26.68,18.76,-0.15,Bo,Oeste,D,0,50000
4656,228.51,2174.22,3,2,1995,-7.03,42.26,19.96,Casa,Media,Branco,39.77,19.83,0.45,Bo,Este,G,14,516416
26858,95.97,9.88,4,3,1944,-8.05,42.08,25.42,Apartamento,Alta,Verde,6.10,22.45,0.27,Regular,Este,B,0,173631
11435,85.72,0.00,3,3,2024,-6.83,42.59,6.61,Apartamento,Alta,Verde,19.34,18.37,0.32,Bo,Oeste,E,0,139329
27900,55.62,0.00,2,1,1984,-7.81,43.09,21.12,Apartamento,Alta,Negro,2.48,11.35,0.44,Regular,Norte,D,0,54046
8267,,0.00,3,3,1990,-7.29,42.99,21.65,Apartamento,Media,Amarelo,9.42,22.95,0.11,Bo,Este,D,0,151539
13390,60.28,0.00,2,2,1979,-9.01,43.12,28.92,Apartamento,Media,Azul,12.15,4.26,0.12,Bo,Norte,F,0,50000
9127,91.39,145.14,5,2,1996,-7.99,43.63,12.52,Chalet adosado,Media,Verde,25.65,6.59,0.34,Malo,Norte,D,18,108037
12099,,920.23,6,2,2013,-7.26,43.16,29.18,Casa,Alta,Verde,69.73,16.37,0.54,Bo,Este,C,19,471335
11724,129.63,70.37,4,3,2009,-9.18,42.40,7.47,Chalet adosado,Alta,Amarelo,68.64,2.98,0.16,Bo,Sur,E,14,252714
24437,123.62,,4,3,1946,-8.72,43.66,15.17,Casa,Media,Amarelo,2.98,2.06,0.06,Regular,Este,B,1,281001
19939,174.80,1166.87,3,1,1964,-9.16,42.24,29.65,Casa,Media,Negro,72.40,10.29,0.69,Malo,Este,E,9,351327
9097,149.40,0.00,4,1,1942,-8.11,42.00,12.20,Apartamento,Baixa,Branco,16.80,0.05,0.30,Bo,Este,F,0,72916
1738,162.90,1246.64,5,2,1969,-8.61,43.48,20.81,Casa,Media,Negro,64.99,3.33,0.56,Bo,Oeste,C,17,423808
29095,42.37,14.19,3,3,1942,-8.32,42.63,9.79,Apartamento,Media,Verde,7.07,11.76,0.32,Bo,Sur,A,0,87258
20366,94.85,0.00,5,2,1955,-8.71,43.68,13.62,Apartamento,Media,Vermello,22.69,3.49,0.10,Bo,Sur,E,0,164052
562,130.65,2224.00,2,2,1967,-7.62,43.33,22.86,Casa,Media,Verde,,17.67,0.58,Bo,Este,D,0,425483
15358,216.90,1718.34,5,3,1950,-7.32,41.83,5.38,Casa,Alta,Verde,79.80,6.89,0.90,Bo,Este,G,9,515629
21529,40.68,0.00,4,3,1946,-9.29,42.08,27.56,Apartamento,Alta,Amarelo,0.10,0.05,0.47,Bo,Sur,C,0,50000
3346,129.13,2680.79,2,3,1951,-8.64,42.23,15.83,Casa,Media,Verde,27.63,15.26,0.37,Bo,Oeste,D,19,468333
11493,39.90,0.00,6,2,2012,-7.30,42.30,24.44,Apartamento,Media,Vermello,3.68,6.05,0.01,Bo,Norte,E,0,53075
9355,57.73,0.00,3,1,1994,-8.15,43.53,7.55,Apartamento,Baixa,Verde,8.77,5.79,0.34,Bo,Este,E,0,108348
9629,168.49,95.38,3,2,2014,-8.20,42.98,8.39,Chalet adosado,Baixa,Verde,49.01,17.19,0.38,Bo,Este,E,4,231908
8315,30.00,1048.93,6,2,2003,-8.60,43.07,18.17,Casa,Media,Azul,74.46,0.05,-0.03,Regular,Este,D,0,291336
21684,78.21,0.00,1,2,1947,-9.06,42.08,18.30,Apartamento,Media,Vermello,24.26,,0.16,Bo,Este,B,0,86667
9720,31.13,0.00,4,2,1942,-8.92,43.53,20.70,Apartamento,Media,Negro,4.47,7.57,-0.03,Regular,Este,C,0,54889
23572,162.53,2276.94,2,1,2012,-9.27,42.45,20.14,Casa,Media,Azul,12.42,12.81,0.27,Regular,Este,C,15,470390
28204,,33.14,3,1,1944,-7.13,41.97,6.18,Apartamento,Alta,Branco,0.84,,0.48,Bo,Norte,B,0,50000
59,145.38,,4,2,1997,-8.63,42.96,20.03,Apartamento,Media,Amarelo,17.05,11.33,0.17,Regular,Este,D,0,134129
20247,56.35,54.26,4,1,1956,-8.13,43.16,20.29,Apartamento,Media,Negro,8.94,16.43,0.13,Malo,Sur,D,0,59506
22211,120.34,27.92,5,1,1988,-7.63,43.53,19.03,Apartamento,Baixa,Azul,19.24,10.53,0.39,Regular,Sur,B,0,116853
15154,242.39,1059.47,1,1,1948,-7.93,42.40,25.83,Casa,Alta,Verde,31.66,8.29,0.38,Regular,Sur,A,10,453534
28581,30.00,32.27,6,3,2015,-7.10,42.90,27.76,Apartamento,Alta,Negro,,,0.45,Regular,Norte,E,0,120724
3202,147.73,17.65,6,1,1994,-8.48,43.40,7.84,Apartamento,Alta,Branco,10.68,,0.21,Malo,Norte,E,0,180298
23970,165.70,2047.31,1,1,1986,-7.87,43.06,21.50,Casa,Media,Vermello,47.73,10.28,0.46,Bo,Este,B,17,561315
26364,30.00,0.00,1,1,1950,-9.27,42.61,7.30,Apartamento,Media,Amarelo,10.06,0.05,0.38,Regular,Sur,C,0,50000
18034,,111.56,1,1,1976,-9.23,41.86,25.44,Chalet adosado,Baixa,Branco,,23.31,0.53,Bo,Oeste,A,11,120260
2511,60.73,0.00,3,2,1974,-8.89,43.58,24.56,Apartamento,Media,Vermello,24.18,0.12,0.29,Bo,Sur,B,0,79847
9829,120.70,763.38,5,1,1966,-8.99,43.41,29.92,Casa,Alta,Branco,44.09,0.05,,Bo,Este,B,6,388225
17323,269.80,26.40,5,3,1969,-7.89,41.86,10.47,Chalet adosado,Baixa,Amarelo,69.69,9.99,0.42,Bo,Este,F,0,203863
29249,85.61,0.00,5,2,1957,-7.45,42.13,22.55,Apartamento,Media,Azul,28.72,6.42,0.23,Bo,Oeste,C,0,50000
22274,54.25,0.00,2,3,2016,-8.12,43.18,19.48,Apartamento,Media,Amarelo,17.24,8.39,0.30,Bo,Norte,B,0,95034
22863,124.23,2.84,1,1,1991,-8.26,42.98,7.87,Apartamento,Baixa,Amarelo,18.11,0.05,0.04,Regular,Oeste,C,0,74362
11760,261.57,116.90,1,3,1982,-6.84,42.30,16.74,Chalet adosado,Media,Azul,84.29,0.98,0.16,Regular,Norte,E,17,292439
20255,97.06,30.30,6,2,1947,-6.85,42.85,16.60,Apartamento,Media,Azul,5.03,15.16,,Bo,Norte,F,0,99401
16139,77.04,0.00,5,3,1980,-8.44,42.81,10.53,Apartamento,Alta,Negro,7.14,1.16,0.42,Bo,Norte,C,0,106655
10175,111.61,0.00,5,2,1942,-8.60,41.90,25.60,Apartamento,Media,Verde,22.56,12.37,0.50,Bo,Oeste,E,0,144764
13547,130.20,2960.63,6,3,1950,-8.06,42.84,8.59,Casa,Baixa,Branco,58.24,15.21,0.56,Bo,Sur,B,3,430454
19299,120.90,,1,1,1993,-7.93,42.49,26.56,Casa,Media,Verde,45.63,0.52,0.08,Malo,Oeste,B,13,303851
19292,80.15,0.00,1,2,1949,-8.94,43.78,22.97,Apartamento,Alta,Amarelo,9.40,2.90,-0.03,Bo,Sur,B,0,122590
24233,88.67,150.73,4,1,1992,-6.90,42.08,7.01,Chalet adosado,Alta,Amarelo,58.30,0.05,0.29,Regular,Norte,C,8,101996
5994,212.40,47.56,4,1,1987,-6.89,41.91,21.71,Chalet adosado,Baixa,Vermello,66.35,24.98,0.19,Regular,Este,C,17,268393
23866,60.52,0.00,2,2,1999,-8.87,43.19,29.52,Apartamento,Alta,Verde,4.42,20.52,0.22,Bo,Este,F,0,120732
28535,194.37,166.24,2,2,2024,-8.41,43.16,23.26,Chalet adosado,Media,Negro,56.97,12.81,0.40,Malo,Sur,G,12,213005
24856,101.20,0.00,3,1,1965,-7.51,42.19,16.77,Apartamento,Alta,Branco,7.66,18.06,0.27,Bo,Norte,F,0,119506
20334,108.98,0.00,6,1,2008,-7.52,41.90,22.46,Apartamento,Baixa,Negro,0.10,22.12,0.43,Malo,Este,E,0,132108
29889,101.63,0.00,1,3,2000,-8.40,43.45,14.76,Apartamento,Alta,Negro,,7.79,0.36,Bo,Sur,F,0,158105
2073,109.04,26.07,2,1,2024,-7.25,42.20,11.95,Apartamento,Media,Negro,15.51,,0.34,Regular,Norte,G,0,91229
12123,285.90,95.25,4,3,1989,-8.10,42.59,19.77,Chalet adosado,Alta,Vermello,14.58,0.60,0.06,Bo,Norte,D,17,430410
29076,293.64,2848.76,1,1,1976,-7.23,43.18,14.98,Casa,Baixa,Branco,85.54,9.56,0.38,Bo,Norte,D,10,541000
5823,264.94,150.93,4,2,2012,-6.95,42.95,21.50,Chalet adosado,Media,Vermello,27.63,19.50,0.21,Malo,Este,C,2,339796
28299,155.86,52.10,6,2,1942,-8.38,43.60,14.12,Chalet adosado,Baixa,Verde,21.65,14.22,0.29,Regular,Norte,F,3,169195
13336,66.49,0.00,2,3,1962,-7.95,42.45,27.35,Apartamento,Alta,Amarelo,0.31,4.17,0.35,Bo,Sur,C,0,52969
16880,204.27,775.67,5,1,1962,-8.26,42.56,17.91,Casa,Baixa,Vermello,61.65,20.54,-0.01,Regular,Norte,D,19,310645
3514,291.46,2929.14,4,1,1955,-8.66,43.70,14.19,Casa,Baixa,Verde,39.66,1.36,0.18,Regular,Este,C,6,635809
24828,40.38,0.00,3,3,2020,-8.52,42.56,21.30,Apartamento,Media,Azul,0.21,15.30,0.49,Regular,Oeste,E,0,120547
27901,113.15,8.15,5,1,1986,-8.18,42.83,10.77,Apartamento,Alta,Azul,11.28,,-0.11,Bo,Oeste,E,0,91562
16270,134.56,728.96,2,2,1940,-7.02,42.72,22.56,Casa,Alta,Azul,46.22,7.64,0.38,Bo,Oeste,B,16,309604
28052,62.21,16.18,1,3,1942,-7.25,43.63,29.52,Apartamento,Media,Negro,1.29,21.36,0.38,Regular,Este,E,0,50000
21809,48.85,,3,2,2015,-7.27,41.95,27.02,Apartamento,Media,Amarelo,17.70,7.53,0.25,Regular,Norte,D,0,50000
16344,467.01,777.53,4,1,1954,-8.16,42.68,5.93,Chalet adosado,Media,Verde,18.59,26.33,,Bo,Norte,B,4,258229
22467,65.66,730.37,4,2,1976,-7.93,42.01,22.35,Casa,Media,Amarelo,68.05,18.53,0.66,Bo,Este,C,0,149988
17151,270.83,58.43,3,2,1964,-7.74,41.80,14.55,Chalet adosado,Media,Verde,18.11,23.56,0.05,Bo,Norte,C,10,320638
3783,,13.34,2,1,1949,-7.06,42.28,29.62,Apartamento,Media,Vermello,15.95,17.83,0.56,Bo,Este,E,0,50000
25434,133.64,0.00,4,1,1978,-8.47,42.43,9.35,Apartamento,Media,Azul,,12.51,,Bo,Norte,C,0,148151
9337,265.62,,3,1,1964,-8.10,43.75,11.91,Casa,Media,Verde,15.33,0.05,,Bo,Norte,B,0,588500
21255,197.10,68.81,5,2,1996,-7.64,43.17,21.67,Chalet adosado,Media,Azul,9.98,1.53,0.43,Regular,Oeste,D,3,292771
28310,30.00,0.00,3,1,1968,-6.95,43.75,7.06,Apartamento,Media,Verde,21.30,0.05,0.01,Bo,Sur,D,0,50479
10703,98.74,47.35,5,3,2013,-7.64,43.33,15.52,Apartamento,Media,Branco,10.06,17.03,0.15,Regular,Norte,A,0,155069
2861,184.36,2002.01,1,1,1948,-8.69,43.36,6.64,Casa,Media,Branco,,17.34,0.48,Regular,Este,D,9,368689
1222,49.14,7.99,2,3,1967,-9.12,43.71,28.18,Apartamento,Baixa,Azul,17.82,14.37,0.09,Bo,Oeste,A,0,82672
23023,278.02,849.88,2,2,1971,-8.12,41.83,9.42,Casa,Alta,Vermello,73.90,9.91,0.44,Malo,Este,B,15,406310
4865,94.82,0.00,3,2,1956,-8.80,43.50,5.60,Apartamento,Media,Amarelo,8.16,5.59,0.06,Bo,Este,C,0,112856
13281,121.26,0.00,1,1,1961,-9.16,42.13,21.37,Apartamento,Alta,Vermello,,1.89,0.50,Bo,Oeste,D,0,58993
21541,,0.00,1,2,1997,-9.03,42.06,13.25,Apartamento,Alta,Vermello,5.82,17.13,0.37,Bo,Este,F,0,82600
6086,143.91,14.42,2,2,2005,-8.21,42.60,10.09,Apartamento,Media,Azul,4.42,2.55,0.37,Bo,Oeste,B,0,113315
12547,30.00,13.41,3,3,2013,-6.77,43.53,10.10,Apartamento,Alta,Vermello,5.81,8.16,0.37,Bo,Este,C,0,50000
15270,46.92,55.32,4,3,1964,-7.19,42.60,22.62,Apartamento,Media,Verde,14.53,0.05,0.51,Regular,Sur,B,0,94063
4925,155.24,9.20,1,3,1983,-8.12,42.13,28.45,Apartamento,Media,Branco,0.10,9.54,0.19,Bo,Oeste,D,0,112976
4533,,67.38,5,1,2008,-8.48,42.73,13.18,Apartamento,Alta,Verde,18.78,3.03,0.43,Bo,Oeste,A,0,115777
1673,166.71,619.53,2,1,2013,-7.74,42.03,21.13,Casa,Alta,Azul,53.17,0.55,0.24,Regular,Sur,D,15,269161
28483,107.28,9.89,2,2,1956,-8.41,42.33,23.11,Apartamento,Media,Negro,7.76,6.01,0.17,Regular,Este,C,0,136327
25089,71.61,16.31,4,3,1976,-6.96,42.59,9.69,Apartamento,Media,Vermello,0.10,11.73,0.13,Bo,Sur,C,0,111714
4056,85.07,0.00,3,1,1995,-8.58,42.96,15.32,Apartamento,Baixa,Verde,0.10,17.05,0.28,Regular,Oeste,A,0,126809
25409,63.82,11.26,2,2,1967,-8.46,42.23,20.62,Apartamento,Media,Vermello,0.10,16.28,0.58,Regular,Norte,F,0,50000
26815,129.07,0.00,5,3,1956,-7.58,43.48,12.30,Apartamento,Media,Verde,12.85,19.78,0.30,Bo,Este,D,0,188990
10001,,144.08,1,2,1946,-7.71,43.07,23.06,Chalet adosado,Media,Vermello,30.03,12.29,0.08,Regular,Norte,B,12,341992
23147,75.94,126.70,5,3,2020,-8.27,43.12,20.97,Chalet adosado,Baixa,Azul,61.20,17.98,0.81,Malo,Norte,F,19,90061
11954,121.85,1108.32,4,1,1950,-7.26,42.93,25.70,Casa,Alta,Negro,20.28,14.25,0.80,Bo,Oeste,B,1,298634
24342,61.61,0.00,5,2,1963,-7.23,43.31,19.65,Apartamento,Media,Negro,0.10,16.10,0.31,Bo,Norte,G,0,85686
10238,168.01,2351.30,5,1,1951,-8.49,43.63,27.57,Casa,Media,Amarelo,40.02,0.05,0.39,Bo,Oeste,C,9,543141
24137,247.97,120.50,6,2,2021,-7.92,42.49,14.14,Chalet adosado,Media,Negro,74.71,11.84,0.59,Regular,Sur,B,0,303076
10256,131.89,2720.62,1,1,1993,-7.61,43.29,8.98,Casa,Media,Verde,64.59,0.05,0.39,Regular,Norte,E,12,471642
13306,247.32,204.76,4,3,2022,-6.82,43.75,17.09,Chalet adosado,Media,Branco,60.48,4.85,0.64,Malo,Norte,D,7,270478
9488,59.08,2.91,3,1,1995,-8.08,43.50,12.51,Apartamento,Media,Negro,2.30,17.51,0.33,Regular,Este,G,0,56518
25245,66.56,289.19,4,3,1976,-8.65,42.34,20.94,Casa,Baixa,Branco,33.41,1.24,0.44,Regular,Sur,D,17,126990
12880,249.92,38.45,6,1,2006,-8.29,43.69,27.00,Chalet adosado,Alta,Negro,,0.05,0.47,Regular,Este,G,19,353124
27413,46.70,0.00,5,2,2016,-6.81,43.16,17.54,Apartamento,Alta,Azul,17.85,17.06,0.38,Regular,Oeste,D,0,107124
25947,179.42,0.00,6,3,2017,-8.72,43.05,17.11,Apartamento,Baixa,Verde,17.59,10.55,,Bo,Norte,E,0,138003
4318,45.62,0.00,3,3,1954,-8.26,42.07,13.14,Apartamento,Media,Vermello,9.23,6.26,0.46,Malo,Norte,B,0,114716
9981,216.07,2851.51,2,2,2024,-8.53,43.75,5.77,Casa,Media,Branco,73.37,17.41,0.25,Bo,Norte,G,18,730437
5520,273.24,1975.31,4,2,2000,-7.27,43.01,8.53,Casa,Baixa,Amarelo,39.75,8.94,0.25,Regular,Norte,D,17,464306
859,151.29,0.03,6,2,1952,-6.98,42.98,5.90,Apartamento,Alta,Negro,13.28,16.21,0.29,Regular,Sur,C,0,148356
22992,280.72,821.00,1,3,2002,-8.74,42.31,13.80,Casa,Media,Azul,,7.37,0.62,Bo,Este,B,10,425815
5973,129.10,170.65,5,3,1949,-7.03,43.08,29.02,Chalet adosado,Alta,Azul,37.27,25.69,,Bo,Oeste,G,12,200675
7876,301.57,2799.63,2,2,2022,-8.08,43.32,8.11,Casa,Media,Vermello,10.56,,0.50,Bo,Norte,B,9,775875
596,195.17,575.75,1,1,2012,-8.44,43.59,13.05,Casa,Media,Verde,7.44,15.61,0.47,Bo,Este,D,11,356083
8805,173.47,2597.95,2,3,2002,-6.71,42.85,19.82,Casa,Media,Branco,25.99,0.05,0.06,Malo,Norte,F,1,498139
9187,204.36,,2,1,1998,-8.89,43.17,14.36,Casa,Media,Negro,63.65,0.05,0.21,Bo,Oeste,B,0,639983
10971,267.12,134.31,2,2,1994,-9.19,42.52,21.74,Chalet adosado,Alta,Vermello,59.94,21.86,0.34,Regular,Norte,C,19,448877
9747,201.17,0.00,6,1,1989,-7.82,43.27,8.85,Chalet adosado,Media,Azul,,10.56,,Bo,Sur,C,0,262407
14353,79.00,31.66,1,3,2017,-7.96,42.22,22.00,Chalet adosado,Baixa,Azul,27.27,16.61,0.66,Malo,Sur,F,10,51997
24016,135.87,0.00,3,1,2011,-8.92,42.78,8.26,Apartamento,Media,Amarelo,15.55,17.96,0.29,Bo,Este,G,0,115801
1952,142.02,,2,1,1941,-7.11,41.90,16.30,Apartamento,Baixa,Vermello,1.07,10.54,0.27,Bo,Este,A,0,81878
9121,107.62,345.64,6,2,1975,-7.80,43.66,23.42,Casa,Media,Vermello,,0.05,-0.07,Bo,Este,D,15,244117
23868,62.11,15.85,3,2,1994,-8.53,43.58,14.05,Apartamento,Alta,Verde,5.17,8.21,-0.03,Malo,Sur,D,0,149831
22905,192.15,2398.82,2,2,2001,-7.55,43.24,12.61,Casa,Alta,Negro,69.81,0.05,0.43,Bo,Este,C,1,504456
20938,,2232.35,3,1,1940,-7.81,42.02,24.51,Casa,Baixa,Negro,6.94,0.05,,Regular,Norte,E,6,397179
7911,134.79,33.62,5,2,1965,-9.11,43.18,25.34,Apartamento,Media,Branco,0.10,14.03,0.02,Regular,Este,C,0,165776
14782,169.47,1399.16,2,3,1987,-7.85,42.09,20.59,Casa,Media,Negro,19.99,15.02,0.49,Regular,Norte,G,0,280852
7831,121.03,1173.92,5,1,1970,-7.36,42.97,24.15,Casa,Media,Amarelo,26.70,17.79,0.28,Bo,Oeste,D,10,313585
2514,100.26,18.46,6,3,2003,-7.14,42.27,29.73,Apartamento,Baixa,Amarelo,15.68,12.29,0.06,Bo,Norte,A,0,135875
6733,30.00,,1,3,1971,-6.74,43.52,15.13,Apartamento,Media,Negro,11.08,5.18,0.61,Malo,Norte,B,0,50000
5560,110.37,13.30,5,3,2009,-6.73,42.51,18.26,Apartamento,Baixa,Branco,9.23,0.91,0.18,Malo,Este,C,0,83634
29766,274.07,184.91,3,3,1998,-7.47,42.35,11.97,Chalet adosado,Alta,Amarelo,51.47,19.72,0.63,Bo,Este,G,15,313894
7861,175.40,179.92,2,1,2024,-8.29,43.28,19.12,Chalet adosado,Alta,Amarelo,32.79,0.96,0.11,Bo,Norte,D,19,292163
11028,42.58,11.95,4,1,1959,-8.95,42.42,15.94,Apartamento,Media,Azul,23.12,16.32,0.28,Malo,Oeste,E,0,61207
4701,30.00,28.58,5,2,2011,-8.90,42.64,20.95,Apartamento,Media,Azul,18.36,18.49,0.24,Bo,Norte,D,0,79732
2234,210.50,103.24,6,1,1949,-8.45,42.85,14.90,Chalet adosado,Media,Vermello,41.21,23.03,0.70,Bo,Sur,C,18,278472
27373,201.01,63.44,2,1,1949,-7.05,41.84,19.91,Chalet adosado,Baixa,Amarelo,67.66,18.54,0.45,Regular,Oeste,F,15,114498
17561,95.98,179.92,2,1,1962,-9.26,42.69,14.85,Chalet adosado,Media,Branco,54.64,2.21,0.19,Bo,Sur,C,13,173677
16161,112.08,1712.80,5,2,2023,-6.71,41.96,16.84,Casa,Baixa,Amarelo,45.14,13.98,0.55,Regular,Norte,B,2,256601
15093,96.68,40.86,2,1,1968,-8.18,42.83,12.26,Apartamento,Media,Negro,16.66,25.58,0.46,Regular,Este,C,0,94740
11927,236.41,,4,3,2000,-8.69,41.98,12.96,Casa,Baixa,Negro,28.07,8.83,0.88,Bo,Norte,D,16,316755
27454,107.46,0.00,2,1,1954,-8.45,43.52,16.91,Apartamento,Alta,Vermello,11.25,18.05,0.17,Bo,Este,C,0,159604
9216,102.22,69.90,4,1,1989,-8.71,43.79,17.92,Chalet adosado,Media,Vermello,41.08,3.07,0.18,Regular,Oeste,E,15,161813
23343,84.23,74.06,5,1,1941,-9.07,42.70,7.25,Chalet adosado,Media,Branco,63.87,11.87,0.16,Regular,Este,E,19,146718
29768,242.58,122.75,3,1,1965,-8.29,42.68,20.97,Chalet adosado,Media,Azul,27.43,2.78,0.80,Bo,Este,A,3,342279
22138,62.99,77.82,6,3,2020,-8.36,43.56,13.12,Chalet adosado,Media,Azul,60.77,1.51,0.49,Bo,Norte,C,8,100625
20626,,5.02,3,3,2011,-9.29,42.08,18.75,Apartamento,Baixa,Branco,0.10,20.55,0.14,Regular,Norte,A,0,50000
5425,118.86,30.21,5,2,1985,-8.11,41.94,23.52,Chalet adosado,Media,Verde,31.71,7.23,,Bo,Este,G,5,159995
13266,130.65,2585.38,6,3,1940,-8.47,43.63,6.85,Casa,Alta,Azul,31.22,6.03,0.36,Regular,Este,E,2,602333
19786,78.17,82.14,1,2,1957,-7.44,41.90,25.81,Apartamento,Media,Vermello,3.51,9.70,-0.07,Regular,Sur,G,0,50000
15568,130.29,19.49,3,1,1987,-7.12,43.30,23.60,Apartamento,Media,Branco,8.33,5.52,0.18,Regular,Sur,B,0,106396
12502,215.58,2985.34,3,1,1950,-9.18,42.15,29.83,Casa,Baixa,Branco,48.77,6.15,0.23,Bo,Sur,B,5,565824
7493,123.19,200.89,3,2,1972,-8.02,42.99,27.25,Casa,Media,Amarelo,48.09,15.76,0.44,Bo,Oeste,A,18,184594
24904,,0.00,3,2,2003,-8.66,43.47,8.09,Apartamento,Alta,Amarelo,,1.10,0.15,Malo,Este,A,0,155397
8996,30.00,25.26,1,1,1977,-7.59,43.47,19.29,Apartamento,Baixa,Branco,20.26,12.87,0.47,Regular,Sur,D,0,50000
1551,116.76,0.00,2,2,1983,-7.59,41.90,11.54,Apartamento,Media,Negro,15.73,7.83,0.65,Bo,Norte,E,0,125229
17394,65.61,57.31,3,3,1947,-8.37,43.59,19.14,Chalet adosado,Media,Amarelo,72.61,0.05,0.55,Malo,Este,B,2,141116
14843,30.00,22.17,2,3,2008,-8.43,41.85,22.68,Apartamento,Media,Branco,11.44,10.27,-0.03,Bo,Este,C,0,77527
10930,,10.23,3,2,2011,-7.39,43.73,22.88,Apartamento,Alta,Azul,0.10,17.87,0.07,Bo,Norte,B,0,166746
23926,51.12,0.00,4,1,1962,-8.38,43.11,14.90,Apartamento,Media,Azul,,15.53,0.22,Bo,Norte,E,0,50000
5096,100.15,1083.54,2,1,1949,-7.77,41.99,27.75,Casa,Alta,Azul,54.43,0.45,0.54,Bo,Oeste,D,6,158369
17033,145.23,15.79,6,3,1988,-7.42,42.42,26.60,Apartamento,Media,Branco,8.31,8.90,0.30,Malo,Norte,A,0,149521
3244,219.37,364.85,4,1,1946,-8.22,42.12,26.06,Apartamento,Baixa,Branco,29.18,4.83,0.51,Bo,Este,C,0,50000
11055,282.32,54.08,6,1,2019,-8.19,42.95,17.26,Chalet adosado,Alta,Verde,71.91,5.23,0.17,Bo,Oeste,A,12,464863
728,101.84,218.26,3,1,2021,-8.28,43.40,27.56,Chalet adosado,Baixa,Amarelo,20.75,19.11,0.23,Regular,Oeste,C,18,201374
16126,128.31,77.50,1,1,1983,-7.63,43.70,15.82,Chalet adosado,Media,Negro,77.92,21.78,0.68,Bo,Oeste,C,9,126851
14592,233.13,83.68,2,2,1982,-8.54,42.50,24.59,Chalet adosado,Media,Amarelo,62.20,7.43,0.11,Regular,Oeste,C,12,287498
9134,143.91,2610.61,5,3,1975,-9.06,43.16,5.52,Casa,Media,Azul,61.24,2.22,0.21,Regular,Sur,D,18,551961
8170,156.30,2652.75,5,1,1978,-8.32,42.88,23.75,Casa,Media,Verde,65.37,12.11,0.40,Regular,Sur,D,7,533049
332,290.05,2220.26,6,1,2001,-7.34,42.25,8.40,Casa,Baixa,Branco,40.95,23.27,0.79,Bo,Oeste,C,3,443227
7028,167.17,1247.72,6,3,1973,-7.70,42.56,29.63,Casa,Baixa,Negro,32.51,,0.38,Bo,Este,A,3,378354
13810,150.09,54.44,6,1,1969,-8.85,42.33,22.40,Chalet adosado,Media,Negro,35.63,20.54,0.24,Bo,Oeste,D,7,219761
212,48.90,61.69,1,3,1990,-7.18,43.74,17.20,Apartamento,Alta,Verde,17.26,8.96,0.31,Regular,Este,F,0,63948
28680,139.15,2397.36,4,3,1991,-7.33,43.28,14.23,Casa,Alta,Branco,8.89,17.36,0.58,Malo,Norte,E,12,436560
2264,133.43,0.00,6,1,1944,-8.26,42.87,10.56,Apartamento,Media,Verde,6.64,15.49,0.38,Bo,Este,E,0,154368
6344,123.08,0.00,3,1,1988,-7.92,43.03,7.70,Apartamento,Alta,Branco,21.03,21.63,0.22,Malo,Sur,C,0,148642
28108,105.72,2.87,3,1,1944,-8.83,43.22,17.50,Apartamento,Media,Negro,25.03,29.90,0.37,Regular,Sur,C,0,161527
18166,153.60,0.00,3,2,1977,-6.90,42.48,7.54,Apartamento,Media,Amarelo,11.55,15.65,0.25,Bo,Sur,A,0,149425
11368,218.69,1148.77,3,2,2018,-7.79,42.36,15.22,Casa,Alta,Amarelo,16.50,15.17,0.22,Malo,Norte,D,12,419628
3544,120.16,40.14,3,1,2019,-8.65,42.57,12.51,Apartamento,Alta,Amarelo,12.98,3.57,0.28,Bo,Norte,F,0,116433
1439,156.04,,4,2,1950,-7.93,42.34,15.36,Apartamento,Alta,Vermello,0.10,0.05,0.32,Bo,Este,E,0,196846
10708,107.96,35.40,5,2,1990,-7.59,43.04,21.87,Apartamento,Media,Amarelo,6.09,10.35,0.26,Malo,Este,F,0,90617
19253,112.64,0.00,2,2,1978,-6.86,43.23,11.18,Apartamento,Alta,Amarelo,12.94,4.45,0.60,Malo,Sur,F,0,102986
16252,88.91,29.66,5,1,1985,-7.43,41.96,19.13,Apartamento,Baixa,Vermello,5.74,7.88,0.50,Bo,Este,D,0,79929
18819,30.00,0.00,1,2,1999,-7.68,43.08,10.66,Apartamento,Alta,Negro,4.74,10.79,0.48,Malo,Sur,B,0,50000
24872,30.00,38.40,1,1,1964,-7.37,43.12,8.12,Apartamento,Media,Azul,15.19,5.92,0.32,Regular,Oeste,E,0,72867
4793,109.32,1437.62,2,3,2014,-8.75,43.42,24.42,Casa,Media,Verde,,14.01,0.52,Regular,Oeste,B,13,261099
9421,35.42,6.28,6,3,1989,-8.34,43.79,16.92,Apartamento,Alta,Verde,8.60,7.20,0.32,Regular,Sur,C,0,87730
26605,142.11,427.18,6,3,1966,-7.63,43.70,21.95,Casa,Media,Azul,48.64,0.05,0.10,Bo,Sur,D,16,307240
